Day,OrderID,ItemPrice,ToppingsUsed,DrinkType,OrderAccuracy,TimeTaken
1,1,100,Pineapple;Cheese;Bacon,Milkshake,Correct,26
1,2,60,Pepperoni;Pineapple,Sprite,Correct,64
1,3,55,Mushroom;Pepperoni,Water,Correct,11
1,4,80,Bacon;Pesto Sauce,Milkshake,Correct,65
1,5,85,Mushroom;Pepperoni;Pesto Sauce,Sprite,Correct,28
1,6,50,Bacon,Sprite,Correct,24
1,7,125,Pineapple;Mushroom;Bacon,Coke,Correct,63
1,8,60,Cheese;Pineapple,Milkshake,Correct,43
1,9,50,Bacon,Sprite,Correct,20
1,10,50,Pineapple,Milkshake,Correct,37
1,11,45,Mushroom,Water,Correct,55
1,12,70,Pepperoni;Cheese;Pineapple,Water,Correct,49
1,13,120,Pineapple;Bacon;Pesto Sauce,Milkshake,Correct,13
1,14,50,Bacon,Water,Correct,49
1,15,95,Cheese;Pineapple;Mushroom,Milkshake,Correct,33
1,16,95,Bacon;Cheese;Mushroom,Sprite,Correct,15
1,17,100,Pineapple;Bacon;Cheese,Sprite,Correct,57
1,18,20,Cheese,Milkshake,Correct,44
1,19,45,Mushroom,Water,Correct,30
1,20,125,Bacon;Mushroom;Pineapple,Coke,Correct,34
1,21,45,Mushroom,Sprite,Correct,54
1,22,20,Cheese,Coke,Correct,52
1,23,85,Mushroom;Pepperoni;Pesto Sauce,Coke,Correct,54
1,24,20,Cheese,Coke,Correct,25
1,25,85,Cheese;Pesto Sauce;Mushroom,Sprite,Correct,45
2,26,90,Pineapple;Pesto Sauce;Cheese,Milkshake,Correct,24
2,27,60,Pepperoni;Pineapple,Coke,Correct,32
2,28,60,Cheese;Bacon,Milkshake,Correct,34
2,29,95,Pepperoni;Pineapple;Mushroom,Sprite,Correct,12
2,30,20,Pepperoni,Coke,Correct,52
2,31,115,Pesto Sauce;Mushroom;Bacon,Sprite,Correct,12
2,32,60,Cheese;Pepperoni;Pesto Sauce,Coke,Correct,37
2,33,20,Cheese,Milkshake,Correct,34
2,34,90,Pesto Sauce;Pepperoni;Pineapple,Coke,Correct,56
2,35,80,Pesto Sauce;Pineapple,Coke,Correct,49
2,36,95,Pineapple;Mushroom;Cheese,Milkshake,Correct,17
2,37,115,Pesto Sauce;Pineapple;Mushroom,Sprite,Correct,11
2,38,80,Pesto Sauce;Pineapple,Coke,Correct,27
2,39,60,Cheese;Bacon,Milkshake,Correct,54
2,40,85,Mushroom;Pineapple,Sprite,Correct,39
2,41,50,Pepperoni;Pesto Sauce,Coke,Correct,64
2,42,50,Cheese;Pesto Sauce,Water,Correct,25
2,43,90,Pesto Sauce;Bacon;Pepperoni,Coke,Correct,52
2,44,90,Pineapple;Bacon,Water,Correct,25
2,45,50,Bacon,Water,Correct,32
2,46,40,Pesto Sauce,Coke,Correct,47
2,47,90,Pepperoni;Pesto Sauce;Pineapple,Water,Correct,8
2,48,20,Pepperoni,Sprite,Correct,51
2,49,60,Pepperoni;Bacon,Sprite,Correct,24
2,50,55,Mushroom;Pepperoni,Milkshake,Correct,21
3,51,60,Pepperoni;Cheese;Pesto Sauce,Milkshake,Correct,63
3,52,100,Pineapple;Bacon;Cheese,Sprite,Correct,56
3,53,90,Pineapple;Cheese;Pesto Sauce,Coke,Correct,43
3,54,90,Pesto Sauce;Bacon;Pepperoni,Milkshake,Correct,38
3,55,90,Pineapple;Pesto Sauce;Pepperoni,Sprite,Correct,51
3,56,95,Pepperoni;Bacon;Mushroom,Water,Correct,8
3,57,55,Pepperoni;Mushroom,Milkshake,Correct,60
3,58,20,Pepperoni,Water,Correct,56
3,59,80,Pesto Sauce;Pineapple,Milkshake,Correct,25
3,60,20,Cheese,Milkshake,Correct,8
