Day,OrderID,ItemPrice,ToppingsUsed,DrinkType,OrderAccuracy,TimeTaken
1,1,20,Pepperoni,Water,Correct,20
1,2,40,Pesto Sauce,Water,Correct,64
1,3,90,Cheese;Bacon;Pesto Sauce,Coke,Correct,19
1,4,20,Pepperoni,Water,Correct,47
1,5,50,Pesto Sauce;Cheese,Water,Correct,53
1,6,50,Bacon,Milkshake,Correct,17
1,7,85,Pesto Sauce;Mushroom;Cheese,Coke,Correct,30
1,8,60,Pepperoni;Pineapple,Milkshake,Correct,24
1,9,45,Mushroom,Coke,Correct,42
1,10,90,Pineapple;Bacon,Milkshake,Correct,47
1,11,95,Cheese;Pineapple;Mushroom,Water,Correct,43
1,12,90,Cheese;Pesto Sauce;Bacon,Coke,Correct,50
1,13,85,Pesto Sauce;Mushroom;Pepperoni,Coke,Correct,47
1,14,75,Pesto Sauce;Mushroom,Sprite,Correct,27
1,15,60,Bacon;Cheese,Sprite,Correct,62
1,16,55,Mushroom;Cheese,Coke,Correct,54
1,17,60,Cheese;Bacon,Sprite,Correct,38
1,18,20,Pepperoni,Water,Correct,28
1,19,115,Bacon;Mushroom;Pesto Sauce,Water,Correct,15
1,20,40,Pesto Sauce,Coke,Correct,55
1,21,85,Mushroom;Bacon,Milkshake,Correct,12
1,22,95,Pineapple;Mushroom;Pepperoni,Sprite,Correct,64
1,23,85,Pesto Sauce;Mushroom;Cheese,Sprite,Correct,23
1,24,85,Mushroom;Pineapple,Coke,Correct,25
1,25,40,Pesto Sauce,Milkshake,Correct,41
2,26,95,Mushroom;Pineapple;Pepperoni,Sprite,Correct,55
2,27,50,Pineapple,Water,Correct,54
2,28,70,Cheese;Bacon;Pepperoni,Water,Correct,33
2,29,90,Cheese;Pesto Sauce;Pineapple,Sprite,Correct,63
2,30,40,Pesto Sauce,Water,Correct,37
2,31,115,Mushroom;Pineapple;Pesto Sauce,Sprite,Correct,25
2,32,100,Cheese;Pineapple;Bacon,Coke,Correct,11
2,33,60,Cheese;Bacon,Sprite,Correct,48
2,34,50,Cheese;Pesto Sauce,Sprite,Correct,38
2,35,60,Cheese;Bacon,Water,Correct,29
2,36,50,Cheese;Pesto Sauce,Coke,Correct,26
2,37,50,Bacon,Water,Correct,55
2,38,60,Cheese;Pineapple,Coke,Correct,36
2,39,90,Pesto Sauce;Pepperoni;Pineapple,Sprite,Correct,19
2,40,55,Cheese;Mushroom,Water,Correct,20
2,41,120,Bacon;Pesto Sauce;Pineapple,Sprite,Correct,59
2,42,90,Pesto Sauce;Pepperoni;Pineapple,Water,Correct,34
2,43,85,Pesto Sauce;Mushroom;Cheese,Coke,Correct,32
2,44,95,Mushroom;Pineapple;Cheese,Coke,Correct,26
2,45,50,Bacon,Water,Correct,30
2,46,50,Bacon,Water,Correct,49
2,47,20,Pepperoni,Sprite,Correct,27
2,48,90,Cheese;Pesto Sauce;Bacon,Coke,Correct,32
2,49,55,Mushroom;Pepperoni,Water,Correct,60
2,50,20,Cheese,Water,Correct,56
3,51,125,Bacon;Mushroom;Pineapple,Milkshake,Correct,27
3,52,20,Cheese,Coke,Correct,24
3,53,70,Pineapple;Cheese;Pepperoni,Coke,Correct,38
3,54,90,Bacon;Pesto Sauce;Pepperoni,Coke,Correct,25
3,55,95,Cheese;Mushroom;Pineapple,Coke,Correct,35
3,56,90,Pepperoni;Pesto Sauce;Bacon,Milkshake,Correct,40
3,57,50,Pineapple,Milkshake,Correct,36
3,58,115,Mushroom;Pesto Sauce;Pineapple,Coke,Correct,34
3,59,90,Pineapple;Bacon,Coke,Correct,27
3,60,20,Cheese,Coke,Correct,14
