Day,OrderID,ItemPrice,ToppingsUsed,DrinkType,OrderAccuracy,TimeTaken
1,1,80,Pesto Sauce;Pepperoni,Coke,Correct,39
1,1,80,Pesto Sauce;Pepperoni,Coke,Correct,21
1,2,120,Mushroom;Pineapple,Milkshake,Correct,48
1,2,120,Mushroom;Pineapple,Milkshake,Correct,44
1,3,120,Mushroom;Pineapple,Coke,Correct,51
1,3,120,Mushroom;Pineapple,Coke,Correct,48
1,4,155,Pepperoni;Pineapple;Mushroom,Sprite,Correct,21
1,4,155,Pepperoni;Pineapple;Mushroom,Sprite,Correct,41
1,5,0,,None,Incorrect,53
1,6,100,Pineapple;Cheese,Water,Correct,43
1,6,100,Pineapple;Cheese,Water,Correct,46
1,7,65,Cheese;Mushroom,Milkshake,Correct,13
1,7,65,Cheese;Mushroom,Milkshake,Correct,55
1,8,120,Bacon;Pesto Sauce,Coke,Correct,57
1,8,120,Bacon;Pesto Sauce,Coke,Correct,14
1,9,20,Pepperoni,Coke,Correct,33
1,9,20,Pepperoni,Coke,Correct,27
1,10,155,Cheese;Bacon;Mushroom,Coke,Correct,55
1,10,155,Cheese;Bacon;Mushroom,Coke,Correct,40
1,11,45,Mushroom,Sprite,Correct,55
1,11,45,Mushroom,Sprite,Correct,16
1,12,185,Bacon;Pepperoni;Mushroom,Sprite,Correct,13
1,12,185,Bacon;Pepperoni;Mushroom,Sprite,Correct,16
1,13,20,Pepperoni,Water,Correct,50
1,13,20,Pepperoni,Water,Correct,60
1,14,155,Cheese;Bacon;Mushroom,Water,Correct,17
1,14,155,Cheese;Bacon;Mushroom,Water,Correct,39
1,15,50,Bacon,Water,Correct,44
1,15,50,Bacon,Water,Correct,23
1,16,65,Cheese;Mushroom,Water,Correct,54
1,16,65,Cheese;Mushroom,Water,Correct,32
1,17,155,Pesto Sauce;Cheese;Mushroom,Milkshake,Correct,59
1,17,155,Pesto Sauce;Cheese;Mushroom,Milkshake,Correct,37
1,18,50,Bacon,Sprite,Correct,55
1,18,50,Bacon,Sprite,Correct,39
1,19,130,Pepperoni;Bacon;Cheese,Sprite,Correct,28
1,19,130,Pepperoni;Bacon;Cheese,Sprite,Correct,50
1,20,45,Mushroom,Water,Correct,45
1,20,45,Mushroom,Water,Correct,24
1,21,50,Pineapple,Sprite,Correct,20
1,21,50,Pineapple,Sprite,Correct,28
1,22,210,Pesto Sauce;Mushroom;Pineapple,Coke,Correct,39
1,22,210,Pesto Sauce;Mushroom;Pineapple,Coke,Correct,52
1,23,40,Pesto Sauce,Coke,Correct,15
1,23,40,Pesto Sauce,Coke,Correct,49
1,24,105,Pesto Sauce;Mushroom,Milkshake,Correct,36
1,24,105,Pesto Sauce;Mushroom,Milkshake,Correct,58
1,25,70,Pepperoni;Bacon,Milkshake,Correct,21
1,25,70,Pepperoni;Bacon,Milkshake,Correct,36
